from	target_from
chr17:67471394-67481673	LOC105371880
chr17:67481178-67481971	.
chr17:67482336-67482836	.
chr17:67519341-67519841	.
chr17:67522072-67522572	.
chr17:67569562-67571149	.
chr17:67909319-67909819	.
chr17:67942050-67942550	.
chr17:67956816-67957316	.
chr17:67957847-67979685	LINC01497
chr17:68074926-68075426	.
chr17:68076652-68077372	.
chr17:68103470-68103970	.
chr17:68106473-68106973	.
chr17:68133428-68134705	.
chr17:68164112-68164612	.
chr17:6839686-6840186	.
chr17:685103-686085	.
chr17:685568-695749	MRM3
chr17:68617637-68618137	.
chr17:6888441-6915653	ALOX12-AS1
chr17:6915735-6917852	RNASEK
chr17:6915735-6920843	RNASEK-C17orf49
chr17:6918055-6920843	C17orf49
chr17:6919136-6922973	MIR497HG
chr17:6921504-6922321	.
chr17:6922723-6923637	.
chr17:6926368-6932961	BCL6B
chr17:6938161-6939725	.
chr17:6944948-6947242	SLC16A11
chr17:6945479-6945979	.
chr17:6949021-6949924	.
chr17:6955101-6955816	.
chr17:6977855-6983626	CLEC10A
chr17:697829-698682	.
chr17:700039-700539	.
chr17:702552-882998	NXN
chr17:70535893-70537326	.
chr17:70642084-71088853	SLC39A11
chr17:7076750-7082883	ASGR1
chr17:7093209-7123369	DLG4
chr17:71187544-71188044	.
chr17:71188350-71189422	.
chr17:71189172-71204645	COG1
chr17:71203491-71228533	FAM104A
chr17:7120732-7121351	.
chr17:71227645-71229436	.
chr17:71228760-71245095	C17orf80
chr17:7122899-7124524	.
chr17:7123149-7128586	ACADVL
chr17:71251493-71252237	.
chr17:71259147-71259647	.
chr17:71279695-71280614	.
chr17:71279762-71308143	CDC42EP4
chr17:71284462-71285343	.
chr17:71285543-71286043	.
chr17:7128660-7137863	DVL2
chr17:71287309-71287996	.
chr17:71288287-71288787	.
chr17:71289533-71290102	.
chr17:71294555-71295055	.
chr17:71301031-71301797	.
chr17:71304285-71305085	.
chr17:71306625-71308777	.
chr17:71337701-71339740	.
chr17:71343541-71344041	.
chr17:71345185-71345685	.
chr17:7137145-7138152	.
chr17:7138346-7142825	PHF23
chr17:71406661-71408005	.
chr17:7140875-7141477	.
chr17:71425454-71425954	.
chr17:7143737-7145753	GABARAP
chr17:7144928-7146648	.
chr17:7146905-7155259	CTDNEP1
chr17:7154785-7156516	.
chr17:7155519-7163259	ELP5
chr17:71706241-71706864	.
chr17:7185053-7191367	SLC2A4
chr17:7210855-7215782	EIF5A
chr17:7215977-7218658	GPS2
chr17:7218950-7232638	NEURL4
chr17:72197251-72197751	.
chr17:72199794-72206019	RPL38
chr17:72206134-72209460	MGC16275
chr17:72209695-72258157	TTYH2
chr17:72214422-72215019	.
chr17:72227943-72228842	.
chr17:72230983-72231600	.
chr17:72235300-72235800	.
chr17:72236564-72237256	.
chr17:72237447-72237947	.
chr17:72292429-72293227	.
chr17:72294846-72295444	.
chr17:72375488-72376249	.
chr17:72382404-72382998	.
chr17:7239847-7254793	ACAP1
chr17:72423080-72424010	.
chr17:72425803-72428865	.
chr17:72429835-72443568	GPRC5C
chr17:72438781-72439871	.
chr17:72440328-72440942	.
chr17:72442687-72443187	.
chr17:72462521-72480937	CD300A
chr17:72489264-72489918	.
chr17:7255207-7258262	KCTD11
chr17:72565381-72566321	.
chr17:72667174-72667758	.
chr17:72744750-72765499	SLC9A3R1
chr17:72766667-72772564	NAT9
chr17:72772621-72835922	TMEM104
chr17:72808215-72809286	.
chr17:7283545-7284648	.
chr17:72837022-72837522	.
chr17:72838653-72839459	.
chr17:7284292-7293092	TNK1
chr17:72858618-72869156	FDXR
chr17:72860782-72861437	.
chr17:72866493-72867871	.
chr17:72868531-72870362	.
chr17:7286899-7287797	.
chr17:7293046-7298162	PLSCR3
chr17:7293046-7307450	TMEM256-PLSCR3
chr17:72946838-72968900	HID1
chr17:72983726-73001892	CDR2L
chr17:73007790-73009273	.
chr17:73008758-73017356	MRPL58
chr17:73028380-73028880	.
chr17:73029493-73031746	.
chr17:73034954-73043074	ATP5H
chr17:73042331-73044373	.
chr17:73043278-73061984	KCTD2
chr17:73055254-73055754	.
chr17:73055839-73056503	.
chr17:7306292-7307450	TMEM256
chr17:7306744-7308698	.
chr17:73073429-73074370	.
chr17:73084035-73102255	SLC16A5
chr17:73106046-73126360	ARMC7
chr17:7311501-7323183	NLGN2
chr17:73126319-73127890	NT5C
chr17:73126766-73128149	.
chr17:73131337-73150778	HN1
chr17:73163824-73179098	SUMO2
chr17:73200949-73202032	.
chr17:73201544-73231854	NUP85
chr17:73232686-73257742	GGA3
chr17:73234721-73235221	.
chr17:73257748-73262457	MRPS7
chr17:73262309-73267311	MIF4GD
chr17:73267379-73269976	LOC100287042
chr17:73269060-73285530	SLC25A19
chr17:73314156-73401789	GRB2
chr17:73327204-73327976	.
chr17:73389459-73390290	.
chr17:7339501-7340001	.
chr17:73400145-73402816	.
chr17:7340234-7340734	.
chr17:73422329-73422906	.
chr17:73426264-73426764	.
chr17:7343381-7343881	.
chr17:73451808-73453844	.
chr17:73452544-73496533	TMEM94
chr17:73471783-73472981	.
chr17:73474627-73475127	.
chr17:7348405-7360932	CHRNB1
chr17:73496340-73511664	CASKIN2
chr17:73512608-73520820	TSEN54
chr17:73521782-73571290	LLGL2
chr17:73548799-73549470	.
chr17:73552960-73553949	.
chr17:73584138-73622927	MYO15B
chr17:7358624-7359124	.
chr17:7359452-7360305	.
chr17:7362684-7387568	ZBTB4
chr17:7363227-7363727	.
chr17:7364063-7364563	.
chr17:73645793-73663269	RECQL5
chr17:73662883-73663608	.
chr17:73663195-73704142	SAP30BP
chr17:73675659-73676159	.
chr17:73696437-73697057	.
chr17:7370037-7370758	.
chr17:73703088-73703811	.
chr17:73717407-73753899	ITGB4
chr17:73743457-73744323	.
chr17:73745478-73746375	.
chr17:73749289-73750444	.
chr17:73754017-73761280	GALK1
chr17:73770497-73773079	.
chr17:73772514-73776016	H3F3B
chr17:73775174-73776284	.
chr17:73779030-73779867	.
chr17:73779868-73782241	.
chr17:73780919-73821886	UNK
chr17:7379015-7379515	.
chr17:7379753-7380253	.
chr17:7381133-7382671	.
chr17:73823307-73840798	UNC13D
chr17:7382679-7383583	.
chr17:73841779-73851501	WBP2
chr17:7386523-7388467	.
chr17:73870244-73874656	TRIM47
chr17:7387697-7417935	POLR2A
chr17:73885040-73893084	TRIM65
chr17:73894723-73901181	MRPL38
chr17:7389495-7389995	.
chr17:73905654-73934313	FBF1
chr17:73936711-73937648	.
chr17:73937588-73975515	ACOX1
chr17:73975297-73996667	TEN1
chr17:73975297-74002080	TEN1-CDK3
chr17:73996986-74002080	CDK3
chr17:74034855-74068607	SRP68
chr17:74077073-74099868	EXOC7
chr17:74138533-74236390	RNF157
chr17:74149643-74150203	.
chr17:74177845-74178690	.
chr17:74248163-74248663	.
chr17:74260802-74261610	.
chr17:74261285-74267379	UBALD2
chr17:74261928-74262829	.
chr17:74267572-74268594	.
chr17:74270129-74303761	QRICH2
chr17:74306867-74350230	PRPSAP1
chr17:74380689-74383941	SPHK1
chr17:74385612-74449288	UBE2O
chr17:74461905-74462634	.
chr17:74466974-74497509	RHBDF2
chr17:74476529-74477553	.
chr17:7447867-7448532	.
chr17:74523429-74533987	CYGB
chr17:7452374-7461207	TNFSF12
chr17:74524812-74527073	.
chr17:74536120-74541458	PRCD
chr17:74553845-74561430	SNHG16
chr17:74561460-74582145	ST6GALNAC2
chr17:7461358-7462271	.
chr17:7461608-7464925	TNFSF13
chr17:74619666-74620494	.
chr17:74620837-74639920	ST6GALNAC1
chr17:7462558-7463058	.
chr17:74636821-74637405	.
chr17:7465308-7475287	SENP3
chr17:74655464-74656384	.
chr17:74668009-74669740	LOC105274304
chr17:74675650-74707087	MXRA7
chr17:74676892-74677752	.
chr17:74677900-74679139	.
chr17:74683483-74685248	.
chr17:74691051-74691551	.
chr17:74692793-74693293	.
chr17:74693710-74694210	.
chr17:74696606-74697707	.
chr17:74699063-74699563	.
chr17:74703549-74704049	.
chr17:74704987-74705752	.
chr17:74710854-74711354	.
chr17:74712093-74712977	.
chr17:74714524-74722881	JMJD6
chr17:74721566-74723718	.
chr17:74722911-74729963	METTL23
chr17:74723831-74724331	.
chr17:74730196-74733493	SRSF2
chr17:74732110-74734600	.
chr17:74733582-74775336	MFSD11
chr17:7476023-7482324	EIF4A1
chr17:7476650-7477455	.
chr17:7482804-7485429	CD68
chr17:7485284-7486836	LOC100996842
chr17:7486586-7487661	.
chr17:7486964-7491527	MPDU1
chr17:7491497-7493488	SOX15
chr17:7494547-7518215	FXR2
chr17:75084724-75091068	SNHG20
chr17:75092493-75093418	.
chr17:75093852-75094352	.
chr17:75094957-75095457	.
chr17:75105670-75106547	.
chr17:75111599-75112099	.
chr17:75112249-75112846	.
chr17:75116956-75117581	.
chr17:75117843-75118343	.
chr17:75124755-75126273	.
chr17:75135818-75137981	.
chr17:75137004-75213181	SEC14L1
chr17:75141704-75142288	.
chr17:75144747-75145587	.
chr17:75156159-75156807	.
chr17:75157463-75157963	.
chr17:75158866-75159627	.
chr17:75159791-75160291	.
chr17:75160644-75161144	.
chr17:7517469-7519158	.
chr17:75269865-75277979	LOC105371907
chr17:75277491-75496678	SEPT9
chr17:7529551-7531194	SAT2
chr17:75308424-75308924	.
chr17:75309185-75309821	.
chr17:75312218-75312718	.
chr17:75314902-75316287	.
chr17:75316653-75317153	.
chr17:75319066-75320423	.
chr17:75321042-75321805	.
chr17:75327143-75327931	.
chr17:75347185-75348020	.
chr17:75349924-75351282	.
chr17:75352229-75352906	.
chr17:75416990-75417706	.
chr17:75419561-75421514	.
chr17:75422304-75422804	.
chr17:75423587-75424190	.
chr17:75426080-75426710	.
chr17:75433110-75433610	.
chr17:75538729-75539229	.
chr17:7554207-7561089	ATP1B2
chr17:75598165-75599014	.
chr17:7560216-7560716	.
chr17:7571719-7590868	TP53
chr17:75718953-75724641	LINC01987
chr17:75730586-75732181	.
chr17:75775218-75776222	.
chr17:75825948-75826964	.
chr17:7588949-7591118	.
chr17:75905134-75906061	.
chr17:7591666-7606820	WRAP53
chr17:75954248-75954839	.
chr17:75959463-75959963	.
chr17:76000317-76104916	TNRC6C
chr17:76009865-76010365	.
chr17:76015404-76015904	.
chr17:76036841-76038045	.
chr17:7608519-7614693	EFNB3
chr17:76085531-76086031	.
chr17:76103482-76107880	TNRC6C-AS1
chr17:76108998-76124875	TMC6
chr17:76164625-76169009	SYNGR2
chr17:76170126-76171493	.
chr17:76170159-76183285	TK1
chr17:76175459-76177023	.
chr17:76180344-76180844	.
chr17:76183015-76183647	.
chr17:76183397-76203782	AFMID
chr17:76194733-76195563	.
chr17:76300528-76301028	.
chr17:76303795-76304688	.
chr17:76304916-76305532	.
chr17:76305686-76306186	.
chr17:76309894-76310811	.
chr17:76311290-76312360	.
chr17:76312790-76313290	.
chr17:76313558-76314058	.
chr17:76318780-76319555	.
chr17:76320325-76321814	.
chr17:76324953-76325634	.
chr17:76337411-76339605	.
chr17:76347424-76348019	.
chr17:76348396-76349821	.
chr17:76352857-76356160	SOCS3
chr17:76356528-76361012	LOC101928674
chr17:76374698-76420740	PGS1
chr17:76409037-76409537	.
chr17:76412848-76413453	.
chr17:7649026-7649600	.
chr17:7650570-7651070	.
chr17:7651324-7652027	.
chr17:76513438-76514048	.
chr17:76588092-76589045	.
chr17:76607368-76608227	.
chr17:76670128-76778424	CYTH1
chr17:76712898-76714465	.
chr17:76719423-76719923	.
chr17:76729358-76729858	.
chr17:76732736-76733236	.
chr17:76755266-76756154	.
chr17:76777689-76779098	.
chr17:76779691-76780191	.
chr17:76785376-76786383	.
chr17:76787427-76787927	.
chr17:76791733-76836609	USP36
chr17:76792101-76792700	.
chr17:76794957-76795457	.
chr17:76800733-76801584	.
chr17:76802484-76802984	.
chr17:76835569-76837838	.
chr17:76987797-77005899	CANT1
chr17:77020151-77045870	C1QTNF1
chr17:77030096-77030683	.
chr17:77032532-77033032	.
chr17:77034526-77035026	.
chr17:77038299-77038872	.
chr17:77041871-77042371	.
chr17:77070302-77071693	.
chr17:77071018-77084685	ENGASE
chr17:7707155-7707802	.
chr17:77083587-77084286	.
chr17:77085942-77087040	.
chr17:77301721-77302540	.
chr17:7736954-7740539	.
chr17:77387771-77388271	.
chr17:77389237-77389793	.
chr17:7743234-7758108	KDM6B
chr17:77469353-77470175	.
chr17:7758383-7759417	TMEM88
chr17:7759980-7761953	.
chr17:7759998-7761209	NAA38
chr17:7761044-7765601	CYB5D1
chr17:77719891-77720391	.
chr17:77751976-77761449	CBX2
chr17:77848118-77848618	.
chr17:7788735-7789534	.
chr17:7789657-7793138	.
chr17:77906141-77924656	TBC1D16
chr17:7792168-7816075	CHD3
chr17:77925597-77926238	.
chr17:77926765-77927265	.
chr17:77951313-77953431	.
chr17:7816639-7819265	LOC284023
chr17:7818296-7820181	.
chr17:78204448-78204948	.
chr17:78234659-78295262	RNF213
chr17:78236997-78237637	.
chr17:7825176-7832753	KCNAB3
chr17:7825975-7826548	.
chr17:78263179-78263679	.
chr17:78269951-78270451	.
chr17:78325630-78388968	LOC100294362
chr17:7833662-7835267	TRAPPC1
chr17:7834812-7836669	.
chr17:7835441-7853237	CNTROB
chr17:78366872-78367465	.
chr17:78388966-78411884	ENDOV
chr17:78560538-78561038	.
chr17:78637625-78638699	.
chr17:78668405-78668905	.
chr17:78669172-78670078	.
chr17:78670178-78670678	.
chr17:78694884-78695796	.
chr17:78698528-78699028	.
chr17:78713100-78713600	.
chr17:78715889-78716389	.
chr17:78716744-78717354	.
chr17:78724781-78726588	.
chr17:78763240-78763830	.
chr17:78765517-78766134	.
chr17:78766152-78766652	.
chr17:78769403-78769903	.
chr17:78806076-78807438	.
chr17:78807765-78808471	.
chr17:78830172-78830672	.
chr17:78832968-78833553	.
chr17:78892859-78893930	.
chr17:78894268-78895273	.
chr17:79318680-79320647	.
chr17:79349231-79359160	LOC100130370
chr17:79373520-79433358	BAHCC1
chr17:79476996-79479892	ACTG1
chr17:79495416-79504156	FSCN2
chr17:79506910-79519429	FAAP100
chr17:79523910-79604179	NPLOC4
chr17:79544097-79544714	.
chr17:79609330-79615785	TSPAN10
chr17:79632065-79633667	OXLD1
chr17:79633760-79640936	CCDC137
chr17:79648194-79650954	ARL16
chr17:79650961-79669151	HGS
chr17:79670399-79674556	MRPL12
chr17:79679265-79688046	SLC25A10
chr17:79780236-79791170	MCRIP1
chr17:79801033-79818544	P4HB
chr17:79825594-79829282	ARHGDIA
chr17:79845710-79849462	ALYREF
chr17:79849588-79858409	ANAPC11
chr17:79859984-79860781	NPB
chr17:79860776-79869353	PCYT2
chr17:79869814-79876058	SIRT7
chr17:79876144-79885587	MAFG
chr17:79890261-79895204	PYCR1
chr17:79935425-79975282	ASPSCR1
chr17:79976578-79980785	CENPX
chr17:79981177-79989027	LRRC45
chr17:79989531-79992080	RAC3
chr17:79993756-79995573	DCXR
chr17:80005777-80009650	RFNG
chr17:80009740-80015346	GPS1
chr17:80015747-80023697	DUS1L
chr17:80036213-80056106	FASN
chr17:80059345-80170689	CCDC57
chr17:80186281-80197375	SLC16A3
chr17:80200536-80231594	CSNK1D
chr17:8021563-8023984	.
chr17:8023986-8024486	.
chr17:80247921-80250690	LINC01970
chr17:80278899-80291921	SECTM1
chr17:8028516-8030282	.
chr17:80347085-80376513	OGFOD3
chr17:80376251-80400516	HEXDC
chr17:80400462-80408707	C17orf62
chr17:80416539-80446143	NARF
chr17:8043787-8055753	PER1
chr17:80477593-80562483	FOXK2
chr17:80493895-80495260	.
chr17:80512042-80512742	.
chr17:80544028-80544528	.
chr17:80548565-80549065	.
chr17:80550541-80551436	.
chr17:80572437-80606411	WDR45B
chr17:80585351-80586375	.
chr17:80590396-80590896	.
chr17:8059466-8060695	.
chr17:80614942-80656598	RAB40B
chr17:8062464-8066293	VAMP2
chr17:80671783-80674129	LOC101929552
chr17:80674581-80685893	FN3KRP
chr17:80693451-80709073	FN3K
chr17:80709939-80901062	TBCD
chr17:8076296-8079714	TMEM107
chr17:80787806-80788530	.
chr17:80794654-80795294	.
chr17:8088999-8089897	.
chr17:8089899-8091519	.
chr17:8091650-8093564	BORCS6
chr17:8093314-8093924	.
chr17:8095363-8095956	.
chr17:8102994-8103872	.
chr17:8123709-8126626	.
chr17:8123947-8127361	LINC00324
chr17:8128138-8151413	CTC1
chr17:8129786-8130567	.
chr17:8150670-8151686	.
chr17:8151996-8153096	.
chr17:8152595-8173809	PFAS
chr17:8191080-8198661	SLC25A35
chr17:8191968-8193409	RANGRF
chr17:8214139-8225834	ARHGEF15
chr17:8261730-8263859	LOC100128288
chr17:8271970-8274858	KRBA2
chr17:8278972-8279472	.
chr17:8279524-8280536	.
chr17:8280833-8286482	RPL26
chr17:8285848-8287586	.
chr17:8287992-8288492	.
chr17:8313518-8314018	.
chr17:8338516-8340382	.
chr17:8339169-8371495	NDEL1
chr17:8377522-8534079	MYH10
chr17:8382600-8384058	.
chr17:847689-848189	.
chr17:8509741-8510241	.
chr17:851644-852144	.
chr17:853150-853650	.
chr17:8532531-8533308	.
chr17:8577480-8578564	.
chr17:8600281-8601155	.
chr17:8601379-8602395	.
chr17:8611262-8612024	.
chr17:8635465-8636186	.
chr17:8648791-8649694	.
chr17:8689067-8689567	.
chr17:873127-873627	.
chr17:8825631-8826131	.
chr17:900132-905423	TIMM22
chr17:9066616-9067292	.
chr17:906757-1132974	ABR
chr17:9074384-9082435	LOC101928266
chr17:9153787-9479275	STX8
chr17:9334718-9335566	.
chr17:9335708-9336556	.
chr17:9479943-9546776	CFAP52
chr17:959989-960489	.
chr17:9731542-9732042	.
chr17:9732111-9732808	.
chr17:9733043-9733636	.
chr17:9740999-9741706	.
chr17:9745325-9746123	.
chr17:9778734-9779234	.
chr17:9802540-9803663	.
chr17:9803908-9804716	.
chr17:9813925-9862766	GAS7
chr17:9840409-9840909	.
chr17:9840938-9841438	.
chr17:9875242-9875742	.
chr17:9876078-9876690	.
chr17:9876852-9878117	.
chr17:9904767-9905267	.
chr17:9917493-9918359	.
chr17:9939976-9940576	.
chr17:9945430-9946357	.
chr17:9972487-9973065	.
chr17:9992426-9993174	.
chr18:10010326-10011091	.
chr18:10015854-10017136	.
chr18:10032258-10033335	.
chr18:10040215-10041866	.
chr18:10057622-10058735	.
chr18:10100734-10101611	.
chr18:10112951-10113868	.
chr18:10234757-10235547	.
chr18:10239019-10239519	.
chr18:10246955-10247756	.
chr18:10268936-10270636	.
chr18:10353695-10354608	.
chr18:10385905-10386486	.
chr18:10424357-10425373	.
chr18:10453124-10455726	.
chr18:10454624-10488698	APCDD1
chr18:10475967-10476889	.
chr18:10482906-10483406	.
chr18:10514037-10514658	.
chr18:10518416-10520462	.
chr18:10525872-10552766	NAPG
chr18:10670243-11148761	PIEZO2
chr18:10860413-10861455	.
chr18:11732884-11733384	.
chr18:11751470-11885683	GNAL
chr18:11779984-11780621	.
chr18:11789759-11790631	.
chr18:11849702-11850409	.
chr18:11850725-11852101	.
chr18:11851388-11854448	CHMP1B
chr18:11857361-11857861	.
chr18:11883471-11908796	MPPE1
chr18:11908138-11909395	.
chr18:11909422-11910049	.
chr18:11946722-11948192	.
chr18:11963727-11964472	.
chr18:11980073-11982489	.
chr18:11981426-12030885	IMPA2
chr18:11995288-11995876	.
chr18:11998139-11998718	.
chr18:12011730-12012230	.
chr18:12012388-12012888	.
chr18:12017018-12017518	.
chr18:12031782-12032282	.
chr18:12038820-12039320	.
chr18:12079381-12080337	.
chr18:12278676-12279584	.
chr18:12287552-12288511	.
chr18:12307065-12309082	.
chr18:12308057-12326615	TUBB6
chr18:12317485-12318120	.
chr18:12327833-12328333	.
chr18:12328942-12377275	AFG3L2
chr18:12376037-12376537	.
chr18:12376560-12377845	.
chr18:12391617-12392117	.
chr18:12407894-12432236	PRELID3A
chr18:12446510-12657912	SPIRE1
chr18:12645576-12646076	.
chr18:12656902-12658424	.
chr18:12658455-12659151	.
chr18:12659785-12660285	.
chr18:12672625-12702776	CEP76
chr18:12678996-12679608	.
chr18:12701986-12703481	.
chr18:12702986-12725739	PSMG2
chr18:12726916-12727498	.
chr18:12743872-12744579	.
chr18:12785476-12884334	PTPN2
chr18:12837671-12840098	.
chr18:12882876-12884979	.
chr18:12907220-12908239	.
chr18:12924547-12925119	.
chr18:12934233-12935331	.
chr18:12944729-12945229	.
chr18:12946648-12948939	.
chr18:12947982-12987536	SEH1L
chr18:12990728-12991610	.
chr18:12991360-13125051	CEP192
